ID,Name,Description,Type,Venue,Start Date,End Date,Host Club,Rotaract Club,Club ID,Zone,Created By,Created By Email,External Partner Clubs,External Partners,Areas of Focus,Avenues of Service,Expenses,Cash Contributions,In Kind Contributions,Participants,Beneficiaries,Volunteers,Volunteer Hours,Editorial,Showcase,Featured,Cover Photo,Photos,Created At,Updated At
afa3cb6e-0250-4fd9-aca2-aac0e8883987,Pulse polio,"On the occasion of Polio National Immunisation Day (NID) 2025), we, the Rotaract Club of KSSEM, actively took part in the immunisation drive by volunteering at the inaugural ceremony held at the Primary Health Centre, Uttarahalli, Bengaluru. The initiative reflected our Club’s commitment to community health, service, and social responsibility.

The inaugural programme was graced by the presence of President Rtn. Srinivas Naidu R, Secretary Rtn. Karthikraj G, PP Dr. K. S. Naidu, PP Rtn. Sandeep V. Nijagal, along with enthusiastic Rotaractors from KSSEM, Yeshwanth, and other members. Several local dignitaries, including Mr. Ramesh Raju, Ex-Corporator, were also present and extended their support to the cause.

As part of our volunteering efforts, members of the Rotaract Club of KSSEM actively assisted health workers and volunteers involved in the immunisation process. We also supported the smooth conduct of the programme by helping coordinate breakfast and lunch for nearly 120 volunteers, who worked tirelessly to ensure the successful implementation of the immunisation drive.

Our participation in Polio NID 2025 highlighted the importance of collective action in safeguarding children’s health and strengthening public health initiatives. Through this volunteering effort, the Rotaract Club of KSSEM reaffirmed its dedication to preventive healthcare, community engagement, and meaningful service.",COLLABORATION_WITH_SPONSORED_CLUB,"Primary Health Centre, Uttarahalli",21/12/2025,21/12/2025,,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Providing Clean Water, Sanitation and Hygiene, Promoting Peace, Fighting Disease","Community Service, Club Service",0,0,0,150,150,20,470,Yes,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/iELsbONO4_TjdsAC6oamH.jpg,https://media.3191-2525.clubstack.tixora.space/uploads/16LgVCr_G8WBewkfrdChA.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/cwW1PvUrspN0SIMD64h6s.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/U82_It-y3SVdDgHI6bVhX.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/mLmy-QXLYTqsnO05MVOEV.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/CqsvbvfO1ELFDMbUgHbgb.jpg,2026-01-07T10:53:50.176Z,2026-01-07T10:53:50.176Z
a276f2bd-c09d-4c20-9302-37d42a93c956,Art of Public Speaking – Speak Like a Leader,"The Rotaract Club of Acropolis Professionals RID 3040, in co host with the Rotaract Club of Karpagam Academy of Higher Education RID 3206, successfully organized an impactful leadership session titled “Art of Public Speaking – Speak Like a Leader” on 29th December 2025 at 8:00 PM IST via Google Meet. The session was designed to enhance communication skills and build confidence among participants, empowering them to express ideas with clarity and leadership presence.

The session was led by Rtr. Yatharth Golchha, Chairman of Rotaract India and MDIO Chief Advisor of RI District 3040. With his vast leadership experience, he delivered an engaging and insightful session that focused on the core elements of effective public speaking. He spoke about overcoming stage fear, structuring impactful speeches, and understanding the importance of preparation and practice. The speaker emphasized how voice modulation, body language, and storytelling play a crucial role in influencing audiences and communicating with confidence.

Rtr. Yatharth Golchha shared practical techniques and real life examples, making the session highly relatable and easy to understand. Participants gained valuable insights into how strong communication skills contribute to leadership effectiveness in both personal and professional spaces. The interactive nature of the session kept the audience engaged and motivated throughout.

The event was conducted as a collaborative initiative, with a minimum requirement of five members per participating club. The session received an enthusiastic response from Rotaractors across districts, reflecting its relevance and importance.

Overall, Art of Public Speaking – Speak Like a Leader was a highly enriching experience that inspired participants to speak with confidence, connect with audiences, and lead with impact through effective communication.",JOINT_INITIATIVE,Online (G-Meet),29/12/2025,29/12/2025,Rotaract Club of Acropolis Professionals RID 3040,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,Supporting Education,"Professional Development, Club Service",0,0,0,78,78,2,80,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/KofFwsKpN2qA0CJlIBaSJ.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/Kcsa3ic_d4qsV2z_veYQG.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/UgEreSUWrxn3UfxvVT0Df.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/dNMpPZ2NgKE86GEU0OJO4.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/yCLwB6dRcv2cAyaINjswI.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/l0zCAHzZwQXtxoI9ZZXwf.jpeg,2026-01-07T10:22:51.205Z,2026-01-07T10:22:51.205Z
5fc50bd5-5493-483d-9d9b-4e04c6d4d2e9,Body & Being – Conversations That Heal,"The Rotaract Club of Delhi Genesis, nurtured by the Rotary Club of Delhi Genesis, successfully conducted an insightful online session titled “Body & Being – Conversations That Heal (Phase 1)” on 23rd December 2025 at 7:00 PM via Google Meet. The session focused on promoting mental well-being, self-awareness, and holistic personal growth through meaningful dialogue and reflection.

The session was led by Dr. Sneha Vashisht, Founder of Hapodition, an Organisational Behaviour Psychotherapist and Master Trainer with expertise in leadership development, holistic wellness, and soft skills. She delivered a deeply engaging and thoughtful session that emphasized the strong connection between the body and the mind. Through her calm and empathetic approach, she encouraged participants to acknowledge emotions, understand internal patterns, and begin healing through conscious conversations.

Dr. Sneha spoke about the importance of emotional intelligence, self-compassion, and mindful awareness in both personal and professional life. She highlighted how unresolved emotions can affect overall well-being and how simple reflective practices can help individuals regain balance and clarity. The session created a safe and open space for participants to reflect, listen, and learn without judgment.

The event was conducted as a collaborative initiative, with a minimum requirement of ten members per club, and collaboration certificates were offered to participating clubs. The session was well received and appreciated for its relevance, warmth, and depth.
Overall, Body & Being – Conversations That Heal (Phase 1) was a meaningful initiative that reinforced the importance of mental wellness, self-care, and empathetic conversations, leaving participants with valuable insights and a sense of inner calm.",JOINT_INITIATIVE,Online (G-Meet),23/12/2025,23/12/2025,Rotary Club of Delhi Genesis,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,Fighting Disease,"Community Service, Professional Development, Club Service",0,0,0,48,48,2,50,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/bZW5ffD3PEl-E41K3gsti.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/GFfiiqdypeNhSXGyVIuj_.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/5Zb7ATX7eL1_CdaxnqI6j.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/aGlS013u-PaDCj-XLw-fS.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/EYa2BjZYEY7Lwd-gej3yA.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/T8QynxHyUiBGomojBq43m.jpeg,2026-01-07T10:11:39.105Z,2026-01-07T10:11:39.105Z
e224c3ca-eb9e-474a-ba2c-1a256ca83680,Breaking the Silence Mental Health at Work,"The Rotaract Club of Mount Carmel College organized an impactful online session titled “Breaking the Silence: Mental Health at Work” on 23rd December, conducted via Google Meet from 6:00 PM to 7:00 PM. The session aimed to create awareness about mental health in professional environments and encourage open conversations around emotional well-being.

The session was led by Mr. Anmol Sanghai, who delivered an insightful and thoughtful discussion on the importance of mental health in the workplace. He addressed common challenges such as stress, burnout, emotional pressure, and the stigma often associated with mental health concerns. Through clear explanations and relatable examples, the speaker emphasized the need for emotional resilience, self-care, and supportive work cultures.

Participants gained a better understanding of how mental health directly impacts productivity, relationships, and overall job satisfaction. The session highlighted practical ways to recognize mental health concerns, manage stress effectively, and maintain a healthy work-life balance. The speaker also encouraged participants to seek help when needed and to support others by fostering empathy and understanding in professional spaces.

The event was conducted as a collaborative initiative, with a requirement of five members per participating club. E-certificates were provided to all registered participants. The session was well-received and appreciated for its relevance, clarity, and meaningful message.

Overall, Breaking the Silence served as an important step toward promoting mental health awareness and reinforcing the value of emotional well-being in today’s fast-paced work environment.",JOINT_INITIATIVE,Online (G-Meet),23/12/2025,23/12/2025,Rotaract Club of Mount Carmel College,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,Fighting Disease,"Community Service, Professional Development, Club Service",0,0,0,88,88,2,90,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/wE06L0OSQECUNiwCyiufG.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/apjBZ0ACOjrVgXn2sto8u.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/17CzMPI5r9X92eUlewetk.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/6cXtQqJLD10ZIGxiR0uN4.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/Oh2IllG99gMDf7o2mhvat.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/jxUwyiGfWjGtWKvxEgL-E.jpeg,2026-01-07T10:07:58.596Z,2026-01-07T10:07:58.596Z
b683f405-cab5-462e-a224-772a227f5ad5,From Potential to Performance,"The Rotaract Club of Mount Carmel College successfully organized a personal development session titled “From Potential to Performance” on 27th December, conducted virtually via Google Meet from 6:15 PM to 7:30 PM. The session was designed to help participants understand how to recognize their inner potential and effectively convert it into consistent personal and professional performance.

The speaker for the session was Ms. Sonali Punj Singh, who delivered an engaging and insightful talk focused on mindset development, self-awareness, and confidence building. She explained the importance of understanding one’s strengths and limitations and emphasized how clarity of purpose plays a key role in achieving sustained growth. Through simple examples and practical strategies, she guided participants on improving productivity, building resilience, and maintaining confidence in challenging situations.

The session highlighted key takeaways such as self-awareness for personal growth, performance-enhancing strategies, and the development of confidence and emotional resilience. Participants found the discussion relatable and useful, as the concepts were easy to understand and applicable to both academic and professional life.

The event was conducted as a collaborative initiative, with a minimum participation requirement of four members per club. E-certificates were provided to all registered participants. Overall, the session was informative, motivating, and impactful, helping attendees gain valuable insights into transforming potential into measurable performance and encouraging continuous self-improvement.",JOINT_INITIATIVE,Online (G-Meet),27/12/2025,27/12/2025,Rotaract Club of Mount Carmel College,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Growing Local Economies, Supporting Education","Professional Development, Club Service",0,0,0,90,90,2,90,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/5Xi8fzl_MwYL6uTZKXS_3.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/f5kPyiK3bHtXSuIPvjrbm.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/LeeEmKilMu05qT9tCK0Fy.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/rL4JrLtyLGri9xhpcAFn7.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/bVdoWEvJkpc2ff3a2LGX8.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/BQFj9p3_qzWumPBkOHy5C.jpeg,2026-01-07T10:02:35.452Z,2026-01-07T10:02:35.452Z
c9470ae0-5d14-4725-9fb9-f5c77ff08417,"Belaku ","ಬೆಳಕು was a heartfelt community service initiative carried out in collaboration with Rotary District 3191, symbolizing hope, care, and sustainable living. Through this project, our club took a meaningful step toward supporting underprivileged families by distributing 18 solar lamps to needy households in nearby slum areas.

The initiative aimed not only to provide light but also to bring safety, comfort, and dignity into the everyday lives of the beneficiaries. Each solar lamp distributed under ಬೆಳಕು operates using the power of sunlight. During the daytime, the lamps charge naturally, and at night they provide bright, reliable illumination without the need for electricity. This made them especially valuable for families with limited or no access to a stable power supply. The lamps are eco-friendly, cost-effective, and easy to use, making them a sustainable solution for daily living.

Along with the distribution, our team, along with the support of District 3191, patiently explained how to use and maintain the solar lamps to every family. The beneficiaries were guided on proper charging, usage hours, and basic care, ensuring that the lamps could be used effectively for a long period. Special attention was given to elderly members and children so that everyone could confidently operate the lamps.

The smiles and gratitude of the 20 families clearly reflected the impact of this initiative. For many homes, these lamps meant safer nights, better visibility for children to study, and relief from darkness.

ಬೆಳಕು was more than just a solar lamp distribution drive; it was a reminder that small actions, when supported through meaningful collaboration, can create lasting change. By lighting homes, we also lit hearts—reinforcing our commitment to service, sustainability, and social responsibility.",STANDALONE_ACTIVITY,Kariyana Palya,21/12/2025,21/12/2025,,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Growing Local Economies, Supporting Education","Public Image, Community Service",0,0,0,30,30,10,70,Yes,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/TaitNmQJdoxo7zNQPqBAh.jpg,https://media.3191-2525.clubstack.tixora.space/uploads/c0OmMK6FqKIjJ0mfNdGQd.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/EEszxeOt7KchVQwTYAeUb.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/YTuMsNJX6jClW5hbsHwLe.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/eHoKyblol4b0Ky6D6z7Vv.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/JNMa7V-RH8ZwvFFqaq1-1.jpg,2026-01-07T09:55:38.736Z,2026-01-07T09:55:38.736Z
50104129-d1c3-40aa-8a82-c6d2561f0a98,Science of Meditation – Where Science Meets Inner Calm,"The Rotaract Club of KSSEM, RID 3191, successfully conducted an enriching online session titled “Science of Meditation – Where Science Meets Inner Calm” on 30th December 2025 via Zoom Workspace. The session witnessed remarkable global participation, with 41 collaborating Rotaract clubs and over 100 participants joining from different parts of the world, making it a truly impactful international initiative.

The session was led by Ms. Divya Buddha, a Meditation Coach and an inspiring practitioner who began her meditation journey at the young age of eight. She shared her personal experiences and spoke about how meditation introduced natural happiness, inner joy, and mental clarity into her life from an early stage. Her journey resonated deeply with the audience, especially the youth, as she highlighted how consistent meditation practice can bring balance and peace even in demanding environments.

During the session, Ms. Divya Buddha explained the benefits of meditation, including improved concentration, emotional stability, enhanced memory, and overall mental well-being. A key highlight of the session was her powerful message on how meditation can transform youth from blunders to wonders, helping individuals achieve clarity, discipline, and self-awareness. To provide a practical experience, she guided the participants through a live Anapanasati meditation, allowing everyone to experience mindfulness and calmness firsthand.

The session was interactive, insightful, and deeply calming, leaving participants with a sense of inner peace and renewed perspective. Overall, the event was a grand success, reflecting the club’s commitment to promoting mental well-being, mindfulness, and holistic growth through meaningful global collaborations.",HOSTED_ACTIVITY,Online (G-Meet),30/12/2025,30/12/2025,,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,Promoting Peace,"Community Service, Club Service",0,0,0,140,140,6,200,Yes,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/FrjntWxxxp2Rkya58gQQf.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/PNgXBE-VXdnkTCmLlqGWQ.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/FV-gRQJ09KmdJzjD5fFkh.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/NJdCPdbdeaTBwWUvq6bVY.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/_vSq-2YBIL8AjKi0GwV_j.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/ZhsGVxq1Mmcqjv6pC5lUd.jpeg,2026-01-07T09:47:31.822Z,2026-01-07T15:47:11.635Z
be534f76-45c1-45d5-82b2-9caa8e4bbfc6,Eye Checkup Camp,"The Eye Checkup Camp was successfully organized at KSIT by the Rotaract Club of KSSEM in partnership with Rotary Bangalore Vidyapeeth on 22 November. The primary objective of the camp was to promote eye health awareness and provide free, accessible eye screening services to students, faculty, and staff.

The camp began with the presence of Rotarians, faculty coordinators, medical professionals, and Rotaract volunteers who ensured efficient arrangements and smooth flow of activities. A team of certified optometrists conducted comprehensive examinations including vision testing, refractive error detection, and basic consultation. Participants also received guidance on eye care practices, preventive measures, and the importance of regular checkups.

The event witnessed an excellent response, with beneficiaries availing the screening services. Several participants were advised on corrective lenses or required follow-up consultations, helping identify potential vision concerns at an early stage.

The members of the Rotaract Club of KSSEM actively contributed to registration, crowd management, coordination with doctors, and assisting participants. Their teamwork and dedication played a vital role in the smooth execution of the camp, reflecting the club’s commitment to community welfare and health initiatives.

The Eye Checkup Camp concluded successfully, creating awareness on the importance of eye health while providing valuable medical support to the KSIT community. The collaboration with Rotary strengthened the impact of the initiative and highlighted the collective spirit of service.",COLLABORATION_WITH_SPONSORED_CLUB,KSIT,07/11/2025,07/11/2025,,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Providing Clean Water, Sanitation and Hygiene","Community Service, Club Service",0,0,0,250,250,20,274,Yes,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/aXJqL0keMCf4kvKqZx2Zl.jpeg,https://media.3191-2525.clubstack.tixora.space/uploads/YMkr5ApWN1OByu4jMDGf0.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/9SFbjNlVmWc0qGdm0fKK6.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/I5ZjJy6w-2rrOJVJ4WW_I.jpeg | https://media.3191-2525.clubstack.tixora.space/uploads/i4guHRpwgfrH2hvuiv2Z-.jpeg,2025-12-07T19:13:46.950Z,2025-12-07T19:13:46.950Z
07e58dd0-69cc-4065-a23b-8ea74a3b8dee,Academic Excellence Recognition Programme,"Academic Excellence Recognition Programme

The Academic Excellence Recognition Programme was successfully conducted by Rotary Bangalore Vidyapeeth, with the active support and participation of the Rotaract Club of KSSEM. The primary objective of the programme was to recognize and encourage government school students who have excelled in their academic performance and to motivate them to continue their journey toward excellence.

The programme commenced with a welcoming prayer song and dance, which created a positive and inspiring atmosphere. This was followed by addresses from the Chief Guest and other dignitaries, who emphasized the importance of education, discipline, and perseverance in shaping a bright future. Their words served as a source of inspiration for the students, teachers, parents, and volunteers present at the event.

One of the key highlights of the programme was the prize distribution ceremony, where deserving students were honored for their outstanding academic achievements. The students were felicitated in the presence of their parents, making the occasion both meaningful and memorable. The recognition not only celebrated academic excellence but also acknowledged the constant support and guidance provided by teachers and families.

Members of the Rotaract Club of KSSEM actively supported the event through coordination, volunteering, and engagement with students and parents, contributing to the smooth execution of the programme. It reflected a strong commitment to community service and youth development.

The programme concluded on a positive note, leaving the students motivated and encouraged to pursue their goals with confidence and determination. Overall, the event was impactful and well-organized, successfully reinforcing the value of education and the spirit of excellence.",COLLABORATION_WITH_SPONSORED_CLUB,Bangalore International Academy (BIGI),30/11/2025,30/11/2025,,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,Supporting Education,"Community Service, Professional Development",0,0,0,60,60,10,50,Yes,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/qxK-3lruTXmnWNdSUGjYv.JPG,https://media.3191-2525.clubstack.tixora.space/uploads/BPs0cDX_YiJRV7PyEIA6M.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/Gym5t3G6SnN0tY8IB5KP4.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/HKEylXxzIfeUJYPPUstCB.JPG | https://media.3191-2525.clubstack.tixora.space/uploads/TDIxo1AAUKbdQUv7z2Ez-.JPG | https://media.3191-2525.clubstack.tixora.space/uploads/4ysYkkEkqULcrqoYvaOXL.JPG,2025-12-07T19:04:02.896Z,2025-12-07T19:04:02.896Z
a68921ca-44d7-4924-9a76-2cdfbdf4d19b,Kannada Rajyotsava 2025,"Kannada Rajyotsava 2025 at KSSEM was a vibrant and heartfelt celebration that beautifully showcased the cultural spirit, unity, and pride of Karnataka. The event began on an auspicious note with an Invocation, followed by the soulful Naada Geethe, setting a serene and patriotic tone for the morning. The dignitaries were then warmly welcomed, marking the official commencement of the celebration .

The Flag Hoisting ceremony stood as a powerful moment of honour and respect, filling the atmosphere with deep cultural pride. The President, Secretary, and Treasurer each delivered short addresses, reflecting the significance of the occasion. This was followed by thoughtful and inspiring messages from the incharge Principal of KSSEM and principal of KSP, adding depth to the event’s purpose.

The cultural segment of the celebration brought the stage alive. The Singing Club delivered a melodious performance, leading into a captivating 30-minute presentation by the Veeraghase and Pooje Kunitha Team, which showcased Karnataka’s traditional folk vibrancy. Energetic contributions from the Dance Club, Theatre Club, KSP Faculty, First Year students, and the Fashion Club added colour, creativity, and enthusiasm to the day’s flow.

The event concluded with the National Anthem, followed by the dynamic beats of Tamate, creating an electrifying finale. Refreshments were served before dispersal, ending the celebration on a warm and joyful note.

Kannada Rajyotsava 2025 at KSSEM was a graceful blend of culture, tradition, and togetherness, honouring the rich heritage of Karnataka with pride and elegance.",HOSTED_ACTIVITY,KSSEM,15/11/2025,15/11/2025,,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,Promoting Peace,"Public Image, Community Service, Club Service, Public Relations",5000,0,0,300,300,50,200,Yes,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/GemqHFk602_1piYNs0il4.jpg,https://media.3191-2525.clubstack.tixora.space/uploads/MNGh5SL3WsNQCA-EB_qmw.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/JY-hkOvd_2vUPgFB-B7-q.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/BgfJibVjdVG-_4PCvALdr.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/4f61QzTZ3yf1fkGT9fI1n.jpg,2025-12-07T18:19:59.492Z,2025-12-07T18:19:59.492Z
ffea4f67-a2f6-4642-b4d8-a923d98b8615,ನಮ್ಮ ಕನ್ನಡ ನಮ್ಮ ಹೆಮ್ಮೆ,"ನಮ್ಮ ಕನ್ನಡ ನಮ್ಮ ಹೆಮ್ಮೆ

The Rotaract Club of KSSEM proudly celebrated Kannada Rajyotsava through a heartfelt community service event titled ನಮ್ಮ ಕನ್ನಡ ನಮ್ಮ ಹೆಮ್ಮೆ. This initiative was created to honour the spirit of Kannada and to share the warmth of our culture with the people who work quietly every day to keep our city running. Our team visited the metro staff and the BMTC workers at Banashankari TTMC with the intention of expressing gratitude and spreading joy.

Carrying Karnataka flag badges, sweets and greeting cards, we approached each worker with respect and appreciation. These small yet meaningful offerings created beautiful moments of connection. The smiles we received and the conversations we shared reflected the pride and affection that Kannada evokes in all of us. It reminded us that celebration becomes complete only when it reaches the hearts of the community.

The event ನಮ್ಮ ಕನ್ನಡ ನಮ್ಮ ಹೆಮ್ಮೆ stood as a graceful expression of cultural pride and human kindness. It reflected the belief that Kannada is not just a language but an emotion that binds people together. By acknowledging the efforts of metro and BMTC staff, we honoured their daily contribution which often remains unnoticed yet plays an important role in the rhythm of our city.

As the colours of the Kannada flag brightened the atmosphere and the greetings filled the air, the event became a beautiful memory for everyone involved. It was a simple initiative that carried a powerful message of unity, respect and heartfelt pride for our land and language.",HOSTED_ACTIVITY,"Bengaluru ",01/11/2025,01/11/2025,,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,"Growing Local Economies, Protecting The Environment","Public Image, Community Service, Public Relations",5000,0,0,40,40,5,20,Yes,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/o2de3sVs6DtFXtsBCrO9c.jpg,https://media.3191-2525.clubstack.tixora.space/uploads/eaQ9Lf6dnXxnn85S8WK8I.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/IvQlZ71PVZ8Ao7Atz5Zln.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/QZmO-UDlpPckg3W-Um9ej.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/0q4CEjYrcYK_M_tlKi8PT.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/WgwElRWCZVEOhROnD7Cv1.jpg,2025-12-07T18:12:41.278Z,2025-12-07T18:15:38.343Z
96cae929-d577-473a-b7ba-08b22ecad28a,"Nada Habba ","ನಾಡ ಹಬ್ಬ - Rotaract Kannada Rajyotsava was a vibrant and meaningful celebration held at Janapada Loka, Ramanagara, bringing Rotaractors together in honour of Karnataka’s rich cultural heritage. The day began with members gathering at Pattanagere Metro Station and traveling to the venue, building a sense of unity and shared excitement for the festivities ahead .

The event commenced with an energetic procession, followed by the dignified flag hoisting ceremony, setting a patriotic tone for the celebration. The MC’s opening remarks and the formal calling of the meeting to order were followed by the lighting of the lamp, symbolising positivity and the beginning of a culturally immersive experience.

An expressive inaugural dance beautifully captured the spirit of Karnataka. The President then delivered a warm welcome address, after which the DRR and District Youth Service Director shared their remarks, adding meaning and encouragement to the occasion. Their presence enriched the cultural significance of ನಾಡ ಹಬ್ಬ without extending beyond the planned agenda.

The introduction and address by the Chief Guest added value to the event, followed by the felicitation of the Guest of Honour, acknowledging their contribution. The stage then came alive with a graceful dance by the Rotaract Club of Shantiniketan, leading into a vibrant series of cultural dance performances that showcased the beauty of Karnataka’s traditions.

The celebration concluded with sponsor recognitions, a heartfelt vote of thanks, the national anthem, and a joyful lunch accompanied by music, creating a memorable and culturally rich ending to ನಾಡ ಹಬ್ಬ .",PARTICIPATORY_ACTIVITY,Janapada loka,02/11/2025,02/11/2025,RI District 3191,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,Promoting Peace,Club Service,0,0,0,300,300,15,150,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/imp2o6ZlLAOlXlv-nFYBs.jpg,https://media.3191-2525.clubstack.tixora.space/uploads/gcHnsE27wvy4p7i0DEVo9.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/UJzasLQ3OUUtQ4bd48ah0.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/__EVK4FWvEvhDhZVg7PMw.jpg,2025-12-07T18:05:09.389Z,2025-12-07T18:06:48.221Z
5a4a35ee-8c44-4bf8-b75c-aed21e9de364,Nodii Nama Uru 2.0,"Nodi Namma Ooru 2.0 was a special cultural and fellowship initiative where members of Rotaract District 3141 visited Bengaluru and were warmly hosted by our club. The purpose of this experience was to give our guests a meaningful glimpse into the heritage, culture, and vibrant spirit of our city. Throughout their visit, our club ensured a smooth and welcoming hospitality experience, making the journey memorable for every participant.

The tour began with visits to iconic historical landmarks such as Bangalore Fort and Tipu Sultan’s Summer Palace, where the guests explored the city’s rich past and architectural elegance. They were then taken to the lively surroundings of KR Market, one of Bengaluru’s oldest and most colourful marketplaces, offering a taste of local life. The group also visited the majestic Vidhana Soudha, a symbol of Karnataka’s governance and grandeur.

To showcase Bengaluru’s unique blend of spirituality and serenity, the guests were guided to ISKCON Vaikunta Hill, where the peaceful atmosphere and scenic views added a refreshing touch to the day. Later, the energetic ambience of Church Street offered a modern and vibrant city experience.

As a part of celebrating Karnataka’s culture, our club proudly involved the guests in Rotary Kannada Rajyotsava and Namma Nada Habba – Rotaract Kannada Rajyotsava, allowing them to witness traditional performances, local flavours, and the cultural pride of the state.

Overall, Nodi Namma Ooru 2.0 was a beautifully curated blend of heritage, fellowship, and cultural exchange, strengthening bonds between districts and creating unforgettable memories for everyone involved.",HOSTED_ACTIVITY,"Bengaluru ",01/11/2025,09/11/2025,R,KSSEM,213238,Zone Ashwa,Manoj B,manojbkssem@gmail.com,,,,"International Service, Club Service",8412,0,0,8,8,4,50,No,Yes,No,https://media.3191-2525.clubstack.tixora.space/uploads/ZTQbSQpwlqFIue3PXxzdD.jpg,https://media.3191-2525.clubstack.tixora.space/uploads/XWdN-nAsxk7NJ9D35RAoO.jpg | https://media.3191-2525.clubstack.tixora.space/uploads/CVr6yLVMdGCRAK5nzxKUb.jpg,2025-12-07T17:19:18.880Z,2025-12-07T17:19:18.880Z
